file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ConfigureForDosVisitorTest.java,com.iluwatar.acyclicvisitor.ConfigureForDosVisitorTest,testVisitForHayes/0,false,55,3,1,6,6,0,2,0,6,0,0,0,0,0,0,3,0,2,1,0,0,0,0,15,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ConfigureForUnixVisitorTest.java,com.iluwatar.acyclicvisitor.ConfigureForUnixVisitorTest,clearLoggers/0,false,43,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ConfigureForUnixVisitorTest.java,com.iluwatar.acyclicvisitor.ConfigureForUnixVisitorTest,testVisitForZoom/0,false,48,3,1,6,6,0,2,0,6,0,0,0,0,0,0,3,0,2,1,0,0,0,0,15,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\HayesTest.java,com.iluwatar.acyclicvisitor.HayesTest,testAcceptForDos/0,false,37,4,1,5,6,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\HayesTest.java,com.iluwatar.acyclicvisitor.HayesTest,testAcceptForUnix/0,false,46,3,1,3,6,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ZoomTest.java,com.iluwatar.acyclicvisitor.ZoomTest,testAcceptForUnix/0,false,48,4,1,5,6,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ZoomTest.java,com.iluwatar.acyclicvisitor.ZoomTest,testAcceptForDos/0,false,39,4,1,5,6,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\App.java,com.iluwatar.adapter.App,App/0,true,47,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\App.java,com.iluwatar.adapter.App,main/1[java.lang.String[]],false,55,2,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\Captain.java,com.iluwatar.adapter.Captain,row/0,false,40,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\FishingBoat.java,com.iluwatar.adapter.FishingBoat,sail/0,false,35,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\FishingBoatAdapter.java,com.iluwatar.adapter.FishingBoatAdapter,row/0,false,34,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\RowingBoat.java,com.iluwatar.adapter.RowingBoat,row/0,false,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\test\java\com\iluwatar\adapter\AdapterPatternTest.java,com.iluwatar.adapter.AdapterPatternTest,testAdapter/0,false,68,3,1,4,6,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,52,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\test\java\com\iluwatar\adapter\AdapterPatternTest.java,com.iluwatar.adapter.AdapterPatternTest,setup/0,false,50,3,1,4,8,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\test\java\com\iluwatar\adapter\AppTest.java,com.iluwatar.adapter.AppTest,shouldExecuteApplicationWithoutException/0,false,43,2,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\Aggregator.java,com.iluwatar.aggregator.microservices.Aggregator,getProduct/0,false,51,4,1,5,8,1,3,0,5,0,0,0,0,0,0,2,1,3,0,0,0,0,0,13,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\App.java,com.iluwatar.aggregator.microservices.App,main/1[java.lang.String[]],false,40,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInformationClient.java,com.iluwatar.aggregator.microservices.ProductInformationClient,getProductTitle/0,false,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInformationClientImpl.java,com.iluwatar.aggregator.microservices.ProductInformationClientImpl,getProductTitle/0,false,42,0,3,12,16,2,3,0,12,0,0,0,0,1,0,3,0,3,0,1,0,0,0,15,1,2,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInventoryClient.java,com.iluwatar.aggregator.microservices.ProductInventoryClient,getProductInventories/0,false,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInventoryClientImpl.java,com.iluwatar.aggregator.microservices.ProductInventoryClientImpl,getProductInventories/0,false,42,0,4,14,22,2,4,0,14,0,0,0,0,1,0,5,0,5,0,1,0,0,0,17,1,2,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\test\java\com\iluwatar\aggregator\microservices\AggregatorTest.java,com.iluwatar.aggregator.microservices.AggregatorTest,setup/0,false,50,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\test\java\com\iluwatar\aggregator\microservices\AggregatorTest.java,com.iluwatar.aggregator.microservices.AggregatorTest,testGetProduct/0,false,58,5,1,8,9,0,3,0,8,0,0,0,0,0,0,1,1,3,0,0,0,0,0,16,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\main\java\com\iluwatar\information\microservice\InformationApplication.java,com.iluwatar.information.microservice.InformationApplication,main/1[java.lang.String[]],false,35,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\main\java\com\iluwatar\information\microservice\InformationController.java,com.iluwatar.information.microservice.InformationController,getProductTitle/0,false,41,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\test\java\com\iluwatar\information\microservice\InformationControllerTest.java,com.iluwatar.information.microservice.InformationControllerTest,shouldGetProductTitle/0,false,36,2,1,2,5,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\main\java\com\iluwatar\inventory\microservice\InventoryApplication.java,com.iluwatar.inventory.microservice.InventoryApplication,main/1[java.lang.String[]],false,35,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\main\java\com\iluwatar\inventory\microservice\InventoryController.java,com.iluwatar.inventory.microservice.InventoryController,getProductInventories/0,false,41,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\test\java\com\iluwatar\inventory\microservice\InventoryControllerTest.java,com.iluwatar.inventory.microservice.InventoryControllerTest,testGetProductInventories/0,false,36,2,1,2,5,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,12,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\App.java,com.iluwatar.ambassador.App,main/1[java.lang.String[]],false,47,1,1,1,6,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,9,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\Client.java,com.iluwatar.ambassador.Client,useService/1[int],false,36,1,1,2,5,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteService.java,com.iluwatar.ambassador.RemoteService,RemoteService/0,true,47,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteService.java,com.iluwatar.ambassador.RemoteService,getRemoteService/0,false,40,1,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,40,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteService.java,com.iluwatar.ambassador.RemoteService,doRemoteFunction/1[int],false,67,2,3,7,11,1,1,1,7,0,0,0,0,1,0,1,2,1,2,1,0,0,0,48,1,1,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteService.java,com.iluwatar.ambassador.RemoteService,RemoteService/1[com.iluwatar.ambassador.util.RandomProvider],true,54,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteServiceInterface.java,com.iluwatar.ambassador.RemoteServiceInterface,doRemoteFunction/1[int],false,31,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteServiceStatus.java,com.iluwatar.ambassador.RemoteServiceStatus,RemoteServiceStatus/1[long],true,40,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteServiceStatus.java,com.iluwatar.ambassador.RemoteServiceStatus,getRemoteServiceStatusValue/0,false,44,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\ServiceAmbassador.java,com.iluwatar.ambassador.ServiceAmbassador,ServiceAmbassador/0,true,42,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\ServiceAmbassador.java,com.iluwatar.ambassador.ServiceAmbassador,checkLatency/1[int],false,50,1,1,4,7,1,3,1,4,0,0,0,0,0,0,1,0,3,1,0,0,0,0,11,2,1,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\ServiceAmbassador.java,com.iluwatar.ambassador.ServiceAmbassador,safeCall/1[int],false,59,2,5,7,24,2,3,1,7,1,1,1,1,1,1,2,3,4,1,3,0,0,0,27,2,2,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\ServiceAmbassador.java,com.iluwatar.ambassador.ServiceAmbassador,doRemoteFunction/1[int],false,46,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\util\RandomProvider.java,com.iluwatar.ambassador.util.RandomProvider,random/0,false,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\AppTest.java,com.iluwatar.ambassador.AppTest,shouldExecuteApplicationWithoutException/0,false,43,2,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\ClientTest.java,com.iluwatar.ambassador.ClientTest,test/0,false,36,3,3,3,5,0,2,0,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,7,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\RemoteServiceTest.java,com.iluwatar.ambassador.RemoteServiceTest$StaticRandomProvider,StaticRandomProvider/1[double],true,53,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\RemoteServiceTest.java,com.iluwatar.ambassador.RemoteServiceTest$StaticRandomProvider,random/0,false,58,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\RemoteServiceTest.java,com.iluwatar.ambassador.RemoteServiceTest,testFailedCall/0,false,37,4,1,3,5,0,2,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,13,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\RemoteServiceTest.java,com.iluwatar.ambassador.RemoteServiceTest,testSuccessfulCall/0,false,44,3,1,2,5,0,2,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,13,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\ServiceAmbassadorTest.java,com.iluwatar.ambassador.ServiceAmbassadorTest,test/0,false,36,3,3,3,4,0,1,0,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,6,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ApiGateway.java,com.iluwatar.api.gateway.ApiGateway,getProductDesktop/0,false,48,4,1,4,6,1,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ApiGateway.java,com.iluwatar.api.gateway.ApiGateway,getProductMobile/0,false,61,3,1,2,5,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,1,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\App.java,com.iluwatar.api.gateway.App,main/1[java.lang.String[]],false,61,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ImageClient.java,com.iluwatar.api.gateway.ImageClient,getImagePath/0,false,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ImageClientImpl.java,com.iluwatar.api.gateway.ImageClientImpl,isSuccessResponse/1[int],false,78,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ImageClientImpl.java,com.iluwatar.api.gateway.ImageClientImpl,logResponse/1[com.iluwatar.api.gateway.HttpResponse<java.lang.String>],false,70,2,2,4,8,0,0,1,4,1,1,0,0,0,0,2,0,0,0,1,0,0,0,8,2,2,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\ImageClientImpl.java,com.iluwatar.api.gateway.ImageClientImpl,getImagePath/0,false,48,1,3,14,18,2,3,0,14,1,2,0,0,1,0,4,0,3,0,1,0,0,0,31,1,3,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\PriceClient.java,com.iluwatar.api.gateway.PriceClient,getPrice/0,false,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\PriceClientImpl.java,com.iluwatar.api.gateway.PriceClientImpl,isSuccessResponse/1[int],false,79,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\PriceClientImpl.java,com.iluwatar.api.gateway.PriceClientImpl,logResponse/1[com.iluwatar.api.gateway.HttpResponse<java.lang.String>],false,71,2,2,4,8,0,0,1,4,1,1,0,0,0,0,2,0,0,0,1,0,0,0,8,2,2,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\main\java\com\iluwatar\api\gateway\PriceClientImpl.java,com.iluwatar.api.gateway.PriceClientImpl,getPrice/0,false,49,1,3,14,18,2,3,0,14,1,2,0,0,1,0,4,0,3,0,1,0,0,0,30,1,3,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\test\java\com\iluwatar\api\gateway\ApiGatewayTest.java,com.iluwatar.api.gateway.ApiGatewayTest,testGetProductDesktop/0,false,58,5,1,8,9,0,3,0,8,0,0,0,0,0,0,2,0,3,0,0,0,0,0,19,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\test\java\com\iluwatar\api\gateway\ApiGatewayTest.java,com.iluwatar.api.gateway.ApiGatewayTest,setup/0,false,50,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\api-gateway-service\src\test\java\com\iluwatar\api\gateway\ApiGatewayTest.java,com.iluwatar.api.gateway.ApiGatewayTest,testGetProductMobile/0,false,74,4,1,6,6,0,2,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,16,0,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\image-microservice\src\main\java\com\iluwatar\image\microservice\ImageApplication.java,com.iluwatar.image.microservice.ImageApplication,main/1[java.lang.String[]],false,41,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\image-microservice\src\main\java\com\iluwatar\image\microservice\ImageController.java,com.iluwatar.image.microservice.ImageController,getImagePath/0,false,44,1,1,1,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,1,1,true
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\image-microservice\src\test\java\com\iluwatar\image\microservice\ImageControllerTest.java,com.iluwatar.image.microservice.ImageControllerTest,testGetImagePath/0,false,36,2,1,2,5,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10,0,0,false
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\api-gateway\price-microservice\src\main\java\com\iluwatar\price\microservice\PriceApplication.java,com.iluwatar.price.microservice.PriceApplication,main/1[java.lang.String[]],f
